EDCS-ID	publication	province	place	dating_from	dating_to	date_not_before	date_not_after	status	inscription	inscription_conservative_cleaning	inscription_interpretive_cleaning	material	comment	latitude	longitude	language	photo	partner_link	extra_text	extra_html	raw_dating
EDCS-25300392	RACyprus 00021 = AE 1966, 00488	Cyprus	Avdimou / Evdhimou / Paphus					Augusti/Augustae;  miliaria;  ordo senatorius;  tituli sacri;  tria nomina;  viri	di]v[i] Traia[ni Parthici] /[et divi] Ner<v=B>a(e) abnep[oti M(arco) Aurelio] / [6] / [6] / [metrop(olis)] civita(t)[i]um [provinciae Cypri] / [per Tib(erium)] Cl(audium) Subatia[num 3] / [pr]o[vinciae] //  // [DD(ominis) nn(ostris)] Fl[(avio) Constantino victori] / m[aximo ac triumfatori] / [semper Augusto et] / [Fl(avio) Cl(audio) Co]nsta[ntino et] / [Fl(avio) Iul(io)] Constantio / [no]b(ilissimis) Caes(aribus) / m(ilia) XXV	div Traia NerBa abnep civitaum Cl Subatia o Fl m nsta Constantio b Caes m XXV	divi Traiani Parthici et divi Nervae abnepoti Marco Aurelio metropolis civitatium provinciae Cypri per Tiberium Claudium Subatianum provinciae DDominis nnostris Flavio Constantino victori maximo ac triumfatori semper Augusto et Flavio Claudio Constantino et Flavio Iulio Constantio nobilissimis Caesaribus milia XXV	lapis		34.6958453	32.7620848	GR		http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD016475;HD016478			
EDCS-25300391	RACyprus 00022	Cyprus	Avdimou / Evdhimou / Paphus											34.6958453	32.7620848	GR					
EDCS-25300411	CIL 03, 12111 = RACyprus 00014	Cyprus	Catalkoy / Agios Epiktitos					Augusti/Augustae;  miliaria;  viri	] Aug(ustum) [ // 	Aug	Augustum	lapis		35.3213447	33.3906576	GR					
EDCS-25300412	CIL 03, 06732 = RACyprus 00015	Cyprus	Cayirova / Agios Theodoros / Ayios Theodhoros	81	81	81	81	Augusti/Augustae;  miliaria;  ordo senatorius;  tituli operum;  tituli sacri;  tria nomina;  viri	Imp(erator) / T(itus) Caesar divi f(ilius) Ves(pasianus) / [Au]g(ustus) [p]ont(ifex) max(imus) tr(ibuniciae) pot(estatis) [XI imp(erator)] / [XVIII co(n)s(ul)] VIII des(ignatus) V[IIII p(ater) p(atriae)] / [via]s novas fecit [provinciae Cypri] / per L(ucium) Plotium P[3 proco(n)s(ulem)] / XVIII // m]aximo / [ac Flavio Iul(io) C]onstantino / [vict]oribus / [semper A]ug(ustis)	Imp T Caesar divi f Ves g ont max tr pot VIII des V s novas fecit per L Plotium P aximo onstantino oribus ug	Imperator Titus Caesar divi filius Vespasianus Augustus pontifex maximus tribuniciae potestatis XI imperator XVIII consul VIII designatus VIIII pater patriae vias novas fecit provinciae Cypri per Lucium Plotium P proconsulem XVIII maximo ac Flavio Iulio Constantino victoribus semper Augustis	lapis		35.3660363	34.0297851						81 to 81
EDCS-25300403	RACyprus 00006	Cyprus	Chrysochou	333	335	333	335	Augusti/Augustae;  miliaria;  viri	 // [D(ominis)] n(ostris) Fl(avio) Constanti[no] / [vic]tori maxim<o=A> ac trium/fatori semper Aug(usto) / et [Fl(avio) Cl(audio) Const]antino / et Fl(avio) [Iul(io) Con]stantio / et F[l(avio) Iul(io) Co]nstant<i=E> / nob(ilissimis) Caes(aribus) / mil(ia) III	n Fl Constanti tori maximA ac triumfatori semper Aug et antino et Fl stantio et FnstantE nob Caes mil III	Dominis nostris Flavio Constantino victori maximo ac triumfatori semper Augusto et Flavio Claudio Constantino et Flavio Iulio Constantio et Flavio Iulio Constanti nobilissimis Caesaribus milia III	lapis		35.0036879	32.4395104	GR					333 to 335
EDCS-22300114	CIL 03, 00214 (p 974) = D 00738	Cyprus	Degirmenlik / Kythrea / Chytriaes / Chytri					Augusti/Augustae;  litterae erasae;  nomen singulare;  ordo senatorius;  tituli honorarii;  viri	DD(ominis) nn(ostris) / [C]onstant[ius] victor ac / [t]riumfat[or sem]per Aug(ustus) et / [[6]] / nobiliss[imus C]aesar pro / virtutum [meritis] et laboru[m] / quos in p[raefectur]a emmensu[s est] / viro clar[issimo] Filippo pr[aef(ecto)] / praetorio [statua]m ex aere / fusam auro [cond]ectoratam / conloca[ri iusse]runt	DD nn onstant victor ac riumfatper Aug et nobilissaesar pro virtutum et laboru quos in pa emmensu viro clar Filippo pr praetorio m ex aere fusam auro ectoratam conlocarunt	DDominis nnostris Constantius victor ac triumfator semper Augustus et nobilissimus Caesar pro virtutum meritis et laborum quos in praefectura emmensus est viro clarissimo Filippo praefecto praetorio statuam ex aere fusam auro condectoratam conlocari iusserunt			35.2475348	33.4812843			http://db.edcs.eu/epigr/partner.php?s_language=en&param=S863;de-a0165;de-a0166;7p_27;bu_CIL%26bibl_volume=3%26bibl_subvolume=%26bibl_insc=214			
EDCS-20900059	AE 2000, 01494	Cyprus	Eptagonia					sigilla impressa;  tituli fabricationis;  tria nomina;  viri	L(uci) Ovedi / Statian(i)	L Ovedi Statian	Luci Ovedi Statiani	opus figlinae		34.8468483	33.1583713			http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD047965			
EDCS-67200759	AE 2001, 01949	Cyprus	Gazimagusa / Famagusta / Ammokhostos / Ammochostos / Salamis	101	300	101	300		[3 κ]αὶ ὁμοίως ἀνιέρ[ωσαν 3] / [3]ρω μετὰ τὴν τῶν [3] / [3 Ἀριστ]ώνακτος εἰς τὸν [3] / [τοῦ Διὸς τοῦ Ὀλυ]μπίου ἱεροδουλ[3] / [3]ειν τοῦτο διατα[3] / [3] τῷ ἱερῷ τοῦ Διὸ[ς 3] / [3]ς δέδωκα καὶ [3] / [3 πρὸ] αʼ καλανδῶν Δ[εκεμβρίων 3] / [3 rescripsi(?)] recognovi [3] / [3]αλλι[1]ς / [3] Φιλοξένου / [3] Γαΐου	αὶ ὁμοίως ἀνιέρ ρω μετὰ τὴν τῶν ώνακτος εἰς τὸν μπίου ἱεροδουλ ειν τοῦτο διατα τῷ ἱερῷ τοῦ Διὸ ς δέδωκα καὶ αʼ καλανδῶν Δ recognovi αλλις Φιλοξένου Γαΐου	καὶ ὁμοίως ἀνιέρωσαν ρω μετὰ τὴν τῶν Ἀριστώνακτος εἰς τὸν τοῦ Διὸς τοῦ Ὀλυμπίου ἱεροδουλ ειν τοῦτο διατα τῷ ἱερῷ τοῦ Διὸς ς δέδωκα καὶ πρὸ αʼ καλανδῶν Δεκεμβρίων rescripsi recognovi αλλι ς Φιλοξένου Γαΐου			35.122964	33.9347628			http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD037133			101 to 300
EDCS-82400150	IGRRP-03, 00997 = CIG 02630 = AE 1950, 00007 = ABSA-1947-222	Cyprus	Gazimagusa / Famagusta / Ammokhostos / Ammochostos / Salamis	20	23	1	23	Augusti/Augustae;  tituli honorarii;  tituli sacri;  viri	[Αὐτοκράτορι Καίσαρι] / [θεοῦ υἱῶι Σεβαστῶι] / [3 ἀρχιερεὺς] / διὰ βίου αὐτοῦ καὶ τῶν / διδύμων υἱῶν [αὐτοῦ(?)] / Γαΐου καὶ Λουκίου Καισά[ρων] / γυμνασιαρχῶν τῶι ἑαυτ[οῦ] / [εὐ]εργέτη[ι κδʹ // [Τιβερίωι Καίσαρι] / [θεοῦ υἱῶι θεῶι Σεβαστῶι] / [3 ἀρχιερεὺς] / διὰ βίου αὐτοῦ καὶ τῶν / διδύμων υἱῶν Δροίσ(ου) Κα[ίσ(αρος)] / Τιβερίου καὶ Γερμανικοῦ Καισά[ρων] / γυμνασιαρχῶν τῶι ἑαυτ[οῦ] / [εὐ]εργέτη[ι κδʹ	διὰ βίου αὐτοῦ καὶ τῶν διδύμων υἱῶν Γαΐου καὶ Λουκίου Καισά γυμνασιαρχῶν τῶι ἑαυτ εργέτηι κδʹ διὰ βίου αὐτοῦ καὶ τῶν διδύμων υἱῶν Δροίσ Κα Τιβερίου καὶ Γερμανικοῦ Καισά γυμνασιαρχῶν τῶι ἑαυτ εργέτηι κδʹ	Αὐτοκράτορι Καίσαρι θεοῦ υἱῶι Σεβαστῶι ἀρχιερεὺς διὰ βίου αὐτοῦ καὶ τῶν διδύμων υἱῶν αὐτοῦ Γαΐου καὶ Λουκίου Καισάρων γυμνασιαρχῶν τῶι ἑαυτοῦ εὐεργέτηι κδʹ Τιβερίωι Καίσαρι θεοῦ υἱῶι θεῶι Σεβαστῶι ἀρχιερεὺς διὰ βίου αὐτοῦ καὶ τῶν διδύμων υἱῶν Δροίσου Καίσαρος Τιβερίου καὶ Γερμανικοῦ Καισάρων γυμνασιαρχῶν τῶι ἑαυτοῦ εὐεργέτηι κδʹ	lapis		35.122964	33.9347628			http://db.edcs.eu/epigr/partner.php?s_language=en&param=P209124;P209125			b:  20 to 23;  1 to 1
EDCS-77600043	AE 1904, 00224	Cyprus	Girne / Keryneia / Kyrenia	-27	14	-27	14	tituli honorarii	[3]Ι[3] / [3]ΝΚΑ[3] / [3]ΟΝΣΥ[3] / [3]ΑΙΣΠΟ[3] / [3]ΙΕΚΑΙΠΟΛΥ[3] / [3 μέχρ]ι δυσμῶν ἡλίο[υ 3] / [3]ι χρησάμενος οὐ[3] / [3]ξινην καθʼ [ὁσ]ιότητα το[3] / [3 σπ]ο[υ]δὴν εἰσφερόμενος περὶ τὴν εὐ[δαιμονίαν(?)] / [τῆς] πόλεως ἅμα κα[ὶ] τὴν ἑαυτοῦ εὐδοξίαν [ἀποφαίνων(?) καὶ] / [μεμνη]μένος(?) τῆς τοῦ πατρὸς αὐτοῦ πρ[ονοίας] / [τε] καὶ φιλοδοξίας διαφυλάσσων τε τ[ὴν εὐπρέ]/[πει]αν καὶ εὐκοσμίαν τοῦ γυμνασίου νῦν [δὲ ἐπὶ] / [τοῖς] ἐπινικίοις τοῦ θεοῦ Σεβαστοῦ Καίσ[αρος πεπο]/[ίηκ]ε(?) [ἀνέθηκ]ε(?) τῷ θεῷ Σεβαστῷ Καίσαρι θυσία[ν καὶ ἀγῶνα(?)] / [ἐπιμ]ελῶς(?) τόν τε γυμνικὸν καὶ ἱππικὸ[ν ἀγῶνα] / [τελε]ιώσας(?) ΑΘ[3]ΓΥ[3]Ο[3]Ο[3]ΕΞ[3]	Ι ΝΚΑ ΟΝΣΥ ΑΙΣΠΟ ΙΕΚΑΙΠΟΛΥ ι δυσμῶν ἡλίο ι χρησάμενος οὐ ξινην καθʼ ιότητα το οδὴν εἰσφερόμενος περὶ τὴν εὐ πόλεως ἅμα κα τὴν ἑαυτοῦ εὐδοξίαν μένος τῆς τοῦ πατρὸς αὐτοῦ πρ καὶ φιλοδοξίας διαφυλάσσων τε ταν καὶ εὐκοσμίαν τοῦ γυμνασίου νῦν ἐπινικίοις τοῦ θεοῦ Σεβαστοῦ Καίσε ε τῷ θεῷ Σεβαστῷ Καίσαρι θυσία ελῶς τόν τε γυμνικὸν καὶ ἱππικὸ ιώσας ΑΘ ΓΥ Ο Ο ΕΞ	Ι ΝΚΑ ΟΝΣΥ ΑΙΣΠΟ ΙΕΚΑΙΠΟΛΥ μέχρι δυσμῶν ἡλίου ι χρησάμενος οὐ ξινην καθʼ ὁσιότητα το σπουδὴν εἰσφερόμενος περὶ τὴν εὐδαιμονίαν τῆς πόλεως ἅμα καὶ τὴν ἑαυτοῦ εὐδοξίαν ἀποφαίνων καὶ μεμνημένος τῆς τοῦ πατρὸς αὐτοῦ προνοίας τε καὶ φιλοδοξίας διαφυλάσσων τε τὴν εὐπρέπειαν καὶ εὐκοσμίαν τοῦ γυμνασίου νῦν δὲ ἐπὶ τοῖς ἐπινικίοις τοῦ θεοῦ Σεβαστοῦ Καίσαρος πεποίηκε ἀνέθηκε τῷ θεῷ Σεβαστῷ Καίσαρι θυσίαν καὶ ἀγῶνα ἐπιμελῶς τόν τε γυμνικὸν καὶ ἱππικὸν ἀγῶνα τελειώσας ΑΘ ΓΥ Ο Ο ΕΞ	lapis		35.3352654	33.3188405			http://db.edcs.eu/epigr/partner.php?s_language=en&param=P311569;1ae1904-59			-27 to 14
EDCS-78300778	AE 1928, 00063 = SEG-06, 00834	Cyprus	Girne / Keryneia / Kyrenia	42	43	42	43	Augusti/Augustae;  ordo senatorius;  tituli honorarii;  tria nomina;  viri	ἐπὶ Αὐτοκράτορος / Τιβερίου Κλαυδίου / Καίσαρος Σεβαστοῦ / Γερμανικοῦ / ἔτους τρίτου / Τίτος Κομίνιος Πρόκλος / [ἀ]νθύπατος καὶ Τίτος / [Τ]ατιῆνος Σαβεῖνος / πρεσβευτὴς καὶ / [ἀν]τιστράτηγος / [εἰσήγα]γαν ὕδωρ τὸ / [ἐκρέον ἐκ] τῆς ἐν Λίμναις / [πηγῆς 3] / [ // ταμιεύων τὴν ἀρχὴν / ἐποιήσατο τῷ πρώτῳ / τῆς Τιβερίου Κλαυδίου / Καίσαρος Σεβαστοῦ / Αὐτοκράτορος ἡγεμονίας	ἐπὶ Αὐτοκράτορος Τιβερίου Κλαυδίου Καίσαρος Σεβαστοῦ Γερμανικοῦ ἔτους τρίτου Τίτος Κομίνιος Πρόκλος νθύπατος καὶ Τίτος ατιῆνος Σαβεῖνος πρεσβευτὴς καὶ τιστράτηγος γαν ὕδωρ τὸ τῆς ἐν Λίμναις ταμιεύων τὴν ἀρχὴν ἐποιήσατο τῷ πρώτῳ τῆς Τιβερίου Κλαυδίου Καίσαρος Σεβαστοῦ Αὐτοκράτορος ἡγεμονίας	ἐπὶ Αὐτοκράτορος Τιβερίου Κλαυδίου Καίσαρος Σεβαστοῦ Γερμανικοῦ ἔτους τρίτου Τίτος Κομίνιος Πρόκλος ἀνθύπατος καὶ Τίτος Τατιῆνος Σαβεῖνος πρεσβευτὴς καὶ ἀντιστράτηγος εἰσήγαγαν ὕδωρ τὸ ἐκρέον ἐκ τῆς ἐν Λίμναις πηγῆς ταμιεύων τὴν ἀρχὴν ἐποιήσατο τῷ πρώτῳ τῆς Τιβερίου Κλαυδίου Καίσαρος Σεβαστοῦ Αὐτοκράτορος ἡγεμονίας	lapis		35.3352654	33.3188405			http://db.edcs.eu/epigr/partner.php?s_language=en&param=P312236;1ae1928-17			42 to 43
EDCS-22300115	CIL 03, 00215 (p 974) = AE 1953, 00171	Cyprus	Gonendere / Knodhara					milites;  ordo equester;  tituli sacri;  tria nomina;  viri	Genio / praesidi(i) / et / montium / coh(ors) VII Breuc(orum) / c(ivium) R(omanorum) eq(uitata) cui praeest / M(arcus) Og[u]ln[i]us Tir[o(?)] pr/aef(ectus) c(uram) [a(gente) P(ublio)] Aemili[o	Genio praesidi et montium coh VII Breuc c R eq cui praeest M Oglnus Tir praef c Aemilio	Genio praesidii et montium cohors VII Breucorum civium Romanorum equitata cui praeest Marcus Ogulnius Tiro praefectus curam agente Publio Aemilio			35.2640771	33.6614828			http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD018668			
EDCS-10900686	AE 1997, 01531	Cyprus	Kato Paphos / Nea Paphos / Malloutena	-18	-17	-18	-17	viri	]us Rufius	us Rufius	us Rufius			34.7587594	32.4100834			http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD049826			-18 to -17
EDCS-10900688	AE 1997, 01533 = AE 1998, 01424	Cyprus	Kato Paphos / Nea Paphos / Malloutena	301	400	301	400	inscriptiones christianae;  nomen singulare;  viri	Pax / tibi / [M]arc[e] // euan/gelis/ta [meus]	Pax tibi arc euangelista	Pax tibi Marce euangelista meus			34.7587594	32.4100834			http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD049827			301 to 400
EDCS-25300395	RACyprus 00026	Cyprus	Khapotami					Augusti/Augustae;  litterae erasae;  miliaria;  ordo senatorius;  tituli sacri;  tria nomina;  viri	Imp(eratori) Ca<e=I>s(ari) div(i) M(arci) Antonin(i) Pii Ger(manici) Sarm(atici) fil(io) [divi Commodi] / fratri (di)v(i) Hadrian(i) e(t) divi Traiani Parthici et div(i) Nerva(e) ab(n)[epoti] / L(ucio) Se(ptimio) Severo Pii Pertinaci Augusto Adiabenico Part(h)ico maximo [pont]/ific<i=O> maximo trib{o}unicia{i} potestate {to} VI co(n)s(uli) II patri patria<e=I> proco(n)s(uli) [et Imp(eratori)] Ca<e=I>sar(i) L(uci) Sep(timi) Severi Pii Pertincis Aug(usti) Arab(ici) Adiabenici Part(h)ici fil(io) / <d=V>i<v=D>i M(arci) Antonini Pii Germanici Sarmatic(i) nepoti div(i) Hadriani [et di]vi / Traiani et divi Nerva(e) abnepot<i=E> M(arco) Aur(elio) Antonino Augusto [tribunicia] / pot[estate] proco(n)s(uli) et [[L(ucio) Sep(timio) Getae]] Ca<e=I>sari milia erexit Sebaste Papos sacra / metropolis civitati{o}um Cy[pri] per Audiu[m] B[ass]{o}um proco(n)s(ulem) provincia<e=I>	Imp CaIs div M Antonin Pii Ger Sarm fil fratri v Hadrian e divi Traiani Parthici et div Nerva ab L Se Severo Pii Pertinaci Augusto Adiabenico Partico maximo ificO maximo tribouniciai potestate to VI cos II patri patriaI procos CaIsar L Sep Severi Pii Pertincis Aug Arab Adiabenici Partici fil ViDi M Antonini Pii Germanici Sarmatic nepoti div Hadriani vi Traiani et divi Nerva abnepotE M Aur Antonino Augusto pot procos et CaIsari milia erexit Sebaste Papos sacra metropolis civitatioum Cy per Audiu Boum procos provinciaI	Imperatori Caesari divi Marci Antonini Pii Germanici Sarmatici filio divi Commodi fratri divi Hadriani et divi Traiani Parthici et divi Nervae abnepoti Lucio Septimio Severo Pii Pertinaci Augusto Adiabenico Parthico maximo pontifici maximo tribunicia potestate VI consuli II patri patriae proconsuli et Imperatori Caesari Luci Septimi Severi Pii Pertincis Augusti Arabici Adiabenici Parthici filio divi Marci Antonini Pii Germanici Sarmatici nepoti divi Hadriani et divi Traiani et divi Nervae abnepoti Marco Aurelio Antonino Augusto tribunicia potestate proconsuli et Lucio Septimio Getae Caesari milia erexit Sebaste Papos sacra metropolis civitatium Cypri per Audium Bassum proconsulem provinciae	lapis		34.683334	32.591667						
EDCS-25300396	RACyprus 00027 = AE 1953, 00173	Cyprus	Khapotami											34.683334	32.591667	GR					
EDCS-10701933	AE 1966, 00490	Cyprus	Kouklia / Paphus					Augusti/Augustae;  tituli operum;  tituli sacri;  viri	[Imp(erator) Ca]esar Aug[ustus] / [divi f(ilius)] pontif[ex max(imus)] / [	esar Aug pontif	Imperator Caesar Augustus divi filius pontifex maximus			34.7108433	32.5736119			http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD016484			
EDCS-12600035	IKourion 00106 = AE 1975, 00833	Cyprus	Kourion / Curium					Augusti/Augustae;  tituli operum;  viri	pater] / patriae ex[struxit 3] / stratum tr[3 ex dex]/tra exe[dra 3] / prae fon[te 3] / iuxta E[	pater patriae ex stratum tr tra exe prae fon iuxta E	pater patriae exstruxit stratum tr ex dextra exedra prae fonte iuxta E			34.6655909	32.8853432			http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD011943			
EDCS-12600036	IKourion 00107 = AE 1975, 00834	Cyprus	Kourion / Curium					Augusti/Augustae;  ordo senatorius;  tituli operum;  tria nomina;  viri	[Nero Claudius Caesar Aug(ustus) Germanicus pont(ifex) max(imus) trib(unicia)] / [pot(estate) 3 Curiensium ci]vitati [per Q(uintum)] / [I]ulium [Cordum] p[roco(n)s(ulem) theatrum restituit]	vitati ulium p	Nero Claudius Caesar Augustus Germanicus pontifex maximus tribunicia potestate Curiensium civitati per Quintum Iulium Cordum proconsulem theatrum restituit			34.6655909	32.8853432			http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD011946			
EDCS-12600037	IKourion 00219 = AE 1975, 00848	Cyprus	Kourion / Curium					mulieres;  nomen singulare;  viri	Alexan/dri Lada	Alexandri Lada	Alexandri Lada			34.6655909	32.8853432			http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD011949			
EDCS-25300402	RACyprus 00005	Cyprus	Kritou Terra / Terra / Tera	333	335	333	335	Augusti/Augustae;  miliaria;  viri	D(ominis) n(ostris) Fl(avio) Constantino / victori maximo ac tri[um]/fatori semper Aug(usto) / et Fl(avio) Cl(audio) Constantin[o] / et Fl(avio) Iul(io) Constant[io] / et Fl(avio) Iul(io) Constant<i=E> / nob(ilissimis) Caes(aribus) / mil(ia) VI	D n Fl Constantino victori maximo ac trifatori semper Aug et Fl Cl Constantin et Fl Iul Constant et Fl Iul ConstantE nob Caes mil VI	Dominis nostris Flavio Constantino victori maximo ac triumfatori semper Augusto et Flavio Claudio Constantino et Flavio Iulio Constantio et Flavio Iulio Constanti nobilissimis Caesaribus milia VI	lapis		34.9556729	32.4222236						333 to 335
EDCS-25300393	RACyprus 00023	Cyprus	Lakkos					miliaria	?			lapis		35.025002	32.458332						
EDCS-25300394	RACyprus 00025	Cyprus	Lakkos											35.025002	32.458332	GR					
