EDCS-ID	publication	province	place	dating_from	dating_to	date_not_before	date_not_after	status	inscription	inscription_conservative_cleaning	inscription_interpretive_cleaning	material	comment	latitude	longitude	language	photo	partner_link	extra_text	extra_html	raw_dating
EDCS-65400087	RFS p 102	Asia	?													GR	http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$RFS_p102.jpg				
EDCS-65400085	RFS p 97	Asia	?													GR	http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$RFS_p97.jpg				
EDCS-12100816	RMD-01, 00038 = Chiron-1977-318 = AE 1977, 00793 = AE 2006, +01870	Asia	?	139	139	139	139	Augusti/Augustae;  diplomata militaria;  milites;  tituli operum;  tituli sacri;  tria nomina;  viri	Imp(erator) Caesar divi Hadriani f(ilius) divi Traiani / Parthici nepos divi Nervae pronepos T(itus) / Aelius Hadrianus Antoninus Aug(ustus) Pius / pont(ifex) max(imus) trib(unicia) pot(estate) II co(n)s(ul) II p(ater) p(atriae) / iis qui militaverunt in classe praetoria / Misenensi quae est sub Caecio Severo / senis et vicenis pluribusve stipendi(i)s / emeritis dimissis honesta missione / quorum nomina subscripta sunt ipsis / liberis posterisque eorum civitatem / dedit et conubium cum uxoribus quas / nunc habent cum iis civitas datur aut si / qui caelibes sunt cum is quas postea / duxerint dumtaxat singuli singulas / Idib(us) Febr(uariis) / Imp(eratore) T(ito) Aelio Caesare Antonino Aug(usto) Pio II / C(aio) Bruttio Praesente II co(n)s(ulibus) / ex gregale / M(arco) Lollio Lolli f(ilio) Neoni Laerta ex Pam/phylia / descriptum et recognitum ex tabula / aerea quae fixa est Romae in muro post / templum divi Aug(usti) ad Minervam // Imp(erator) Caesar divi Hadriani f(ilius) divi Traiani / Parthici nepos divi Nervae pronepos T(itus) / Aelius Hadrianus Antoninus Aug(ustus) Pius / pont(ifex) max(imus) trib(unicia) pot(estate) II co(n)s(ul) II p(ater) p(atriae) iis qui milit(averunt) in class(e) pr(aetoria) Misen(ensi) quae es[t] sub / Caecio Sev[e]ro senis et vicen(is) plur(ibusve) s[ti]pen(diis) / emer(itis) dimis(sis) hones(ta) miss(ione) quoru(m) nomin(a) / subscript(a) sunt ipsis liber(is) post(eris)q(ue) eoru(m) / civit(atem) dedit et conub(ium) cum uxorib(us) quas / nunc hab(ent) cum iis civit(as) datur au[t] si q(ui) / caelib(es) sunt cum is quas post(ea) duxer(int) / dumtaxat sing(uli) singul(as) // Idib(us) Febr(uariis) / Antonino Aug(usto) Pi(o) et Praesente II co(n)s(ulibus) / ex (g)regale / M(arco) Lollio Polli f(ilio) Neoni Laer(ta) ex Pamphy(lia) // Ti(beri) Claudi Menandri / P(ubli) Atti Severi / L(uci) Pulli Daphni / P(ubli) Atti Festi / T(iti) Flavi Romuli / Ti(beri) Iuli Felicis / C(ai) Iuli Silvani	Imp Caesar divi Hadriani f divi Traiani Parthici nepos divi Nervae pronepos T Aelius Hadrianus Antoninus Aug Pius pont max trib pot II cos II p p iis qui militaverunt in classe praetoria Misenensi quae est sub Caecio Severo senis et vicenis pluribusve stipendis emeritis dimissis honesta missione quorum nomina subscripta sunt ipsis liberis posteris que eorum civitatem dedit et conubium cum uxoribus quas nunc habent cum iis civitas datur aut si qui caelibes sunt cum is quas postea duxerint dumtaxat singuli singulas Idib Febr Imp T Aelio Caesare Antonino Aug Pio II C Bruttio Praesente II cos ex gregale M Lollio Lolli f Neoni Laerta ex Pamphylia descriptum et recognitum ex tabula aerea quae fixa est Romae in muro post templum divi Aug ad Minervam Imp Caesar divi Hadriani f divi Traiani Parthici nepos divi Nervae pronepos T Aelius Hadrianus Antoninus Aug Pius pont max trib pot II cos II p p iis qui milit in class pr Misen quae es sub Caecio Sev ro senis et vicen plur s pen emer dimis hones miss quoru nomin subscript sunt ipsis liber postq eoru civit dedit et conub cum uxorib quas nunc hab cum iis civit datur au si q caelib sunt cum is quas post duxer dumtaxat sing singul Idib Febr Antonino Aug Pi et Praesente II cos ex regale M Lollio Polli f Neoni Laer ex Pamphy Ti Claudi Menandri P Atti Severi L Pulli Daphni P Atti Festi T Flavi Romuli Ti Iuli Felicis C Iuli Silvani	Imperator Caesar divi Hadriani filius divi Traiani Parthici nepos divi Nervae pronepos Titus Aelius Hadrianus Antoninus Augustus Pius pontifex maximus tribunicia potestate II consul II pater patriae iis qui militaverunt in classe praetoria Misenensi quae est sub Caecio Severo senis et vicenis pluribusve stipendiis emeritis dimissis honesta missione quorum nomina subscripta sunt ipsis liberis posteris que eorum civitatem dedit et conubium cum uxoribus quas nunc habent cum iis civitas datur aut si qui caelibes sunt cum is quas postea duxerint dumtaxat singuli singulas Idibus Februariis Imperatore Tito Aelio Caesare Antonino Augusto Pio II Caio Bruttio Praesente II consulibus ex gregale Marco Lollio Lolli filio Neoni Laerta ex Pamphylia descriptum et recognitum ex tabula aerea quae fixa est Romae in muro post templum divi Augusti ad Minervam Imperator Caesar divi Hadriani filius divi Traiani Parthici nepos divi Nervae pronepos Titus Aelius Hadrianus Antoninus Augustus Pius pontifex maximus tribunicia potestate II consul II pater patriae iis qui militaverunt in classe praetoria Misenensi quae est sub Caecio Severo senis et vicenis pluribusve stipendiis emeritis dimissis honesta missione quorum nomina subscripta sunt ipsis liberis posteris que eorum civitatem dedit et conubium cum uxoribus quas nunc habent cum iis civitas datur aut si qui caelibes sunt cum is quas postea duxerint dumtaxat singuli singulas Idibus Februariis Antonino Augusto Pio et Praesente II consulibus ex gregale Marco Lollio Polli filio Neoni Laerta ex Pamphylia Tiberi Claudi Menandri Publi Atti Severi Luci Pulli Daphni Publi Atti Festi Titi Flavi Romuli Tiberi Iuli Felicis Cai Iuli Silvani	aes						http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD020812;bu_AE%26bibl_volume=1977%26bibl_subvolume=%26bibl_insc=793			139 to 139
EDCS-12100849	RMD-01, 00074	Asia	?	212	212	212	212	Augusti/Augustae;  diplomata militaria;  milites;  mulieres;  ordo equester;  tituli operum;  tituli sacri;  viri	Im[p(erator) Caes(ar) divi Septimi Severi] Pii Arab(ici) Adiab(enici) Parth(ici) max(imi) / Brit(annici) max(imi) fil(ius) divi M(arci) Antonini Pii Germ(anici) Sarm(atici) nep(os) / divi Antonini Pii pron(epos) divi Hadriani abnep(os) / divi Traiani Parthici et divi Nervae adnep(os) / M(arcus) Aurellius Severus Antoninus Pius Felix Aug(ustus) / Parthic(us) max(imus) Brit(annicus) max(imus) pontif(ex) max(imus) / trib(unicia) pot(estate) XV imp(erator) II co(n)s(ul) III p(ater) p(atriae) proco(n)s(ul) / iis qui militaverunt in classe praetoria An/ton(in)iana Misenensi quae est sub Valerio Dato / praef(ecto) octonis et vicenis stipendi(i)s emeritis / dimissis honesta missione quorum nomina / subscripta sunt ipsis filiisque eorum / quos susceperint ex mulieribus quas secum / concessa consuetudine vix<i=E>sse probaverint / civitatem Romanam dedit et conubium cum iis/dem quas tunc secum habuissent cum est / civitas iis data aut si qui tunc non habuis/sent cum iis quas postea uxores duxissent / dumtaxat singuli{s} singulas / a(nte) d(iem) III Kal(endas) Sept(embres) / C(aio) Iulio Aspro II et C(aio) Iulio Camilio Aspro co(n)s(ulibus) / ex centurione / M(arco) Didio Hellanici fil(io) Heliodoro Pompeiopol(i) ex Cilic(ia) et Didiae Tryphene ux(ori) eius Nicensi ex Bithyn(ia) / descriptum et recognitum ex tabula aerea quae fixa est / Romae in muro post templum divi Aug(usti) ad Minervam // L(uci) Pul[l]i M[arcionis?] / C(ai) Pub[l]ici Lu[perci] / M(arci) Iun[i Pi]i / Ti(beri) Claudi Cassandr[i] / Ti(beri) Claudi Epin[ici] / L(uci) Pulli Benign[i] / Ti(beri) Iuli [D]a[ti]vi // ]/iisqu(e) [3] / [3] qua[3] / [3]V[3] / nom[3]V[3] / quo [3] / con[3] / [3]V[ // a(nte) d(iem) III K(alendas) Sept(embres) / Aspro II et Aspro co(n)s(ulibus) / ex centurion(e) / M(arco) Didio <H=M>ellanici f(ilio) Heliodoro / Pompeiop[o]li ex Cilic(ia) et Didiae / Tryp(h)ene ux(ori) ei(us) Nicen(si) ex Bithyn(ia) / descript(um) et recognit(um) ex tabula aer(ea) / quae fixa est Rom(ae) in muro pos(t) / templ(um) divi Aug(usti) ad Minervam	Im Pii Arab Adiab Parth max Brit max fil divi M Antonini Pii Germ Sarm nep divi Antonini Pii pron divi Hadriani abnep divi Traiani Parthici et divi Nervae adnep M Aurellius Severus Antoninus Pius Felix Aug Parthic max Brit max pontif max trib pot XV imp II cos III p p procos iis qui militaverunt in classe praetoria Antoniana Misenensi quae est sub Valerio Dato praef octonis et vicenis stipendis emeritis dimissis honesta missione quorum nomina subscripta sunt ipsis filiis que eorum quos susceperint ex mulieribus quas secum concessa consuetudine vixEsse probaverint civitatem Romanam dedit et conubium cum iisdem quas tunc secum habuissent cum est civitas iis data aut si qui tunc non habuissent cum iis quas postea uxores duxissent dumtaxat singulis singulas a d III Kal Sept C Iulio Aspro II et C Iulio Camilio Aspro cos ex centurione M Didio Hellanici fil Heliodoro Pompeiopol ex Cilic et Didiae Tryphene ux eius Nicensi ex Bithyn descriptum et recognitum ex tabula aerea quae fixa est Romae in muro post templum divi Aug ad Minervam L Pul i M C Pub ici Lu M Iun i Ti Claudi Cassandr Ti Claudi Epin L Pulli Benign Ti Iuli a iisqu qua V nom V quo con V a d III K Sept Aspro II et Aspro cos ex centurion M Didio Mellanici f Heliodoro Pompeiop li ex Cilic et Didiae Trypene ux ei Nicen ex Bithyn descript et recognit ex tabula aer quae fixa est Rom in muro pos templ divi Aug ad Minervam	Imperator Caesar divi Septimi Severi Pii Arabici Adiabenici Parthici maximi Britannici maximi filius divi Marci Antonini Pii Germanici Sarmatici nepos divi Antonini Pii pronepos divi Hadriani abnepos divi Traiani Parthici et divi Nervae adnepos Marcus Aurellius Severus Antoninus Pius Felix Augustus Parthicus maximus Britannicus maximus pontifex maximus tribunicia potestate XV imperator II consul III pater patriae proconsul iis qui militaverunt in classe praetoria Antoniniana Misenensi quae est sub Valerio Dato praefecto octonis et vicenis stipendiis emeritis dimissis honesta missione quorum nomina subscripta sunt ipsis filiis que eorum quos susceperint ex mulieribus quas secum concessa consuetudine vixisse probaverint civitatem Romanam dedit et conubium cum iisdem quas tunc secum habuissent cum est civitas iis data aut si qui tunc non habuissent cum iis quas postea uxores duxissent dumtaxat singuli singulas ante diem III Kalendas Septembres Caio Iulio Aspro II et Caio Iulio Camilio Aspro consulibus ex centurione Marco Didio Hellanici filio Heliodoro Pompeiopoli ex Cilicia et Didiae Tryphene uxori eius Nicensi ex Bithynia descriptum et recognitum ex tabula aerea quae fixa est Romae in muro post templum divi Augusti ad Minervam Luci Pulli Marcionis Cai Publici Luperci Marci Iuni Pii Tiberi Claudi Cassandri Tiberi Claudi Epinici Luci Pulli Benigni Tiberi Iuli Dativi iis que qua V nom V quo con V ante diem III Kalendas Septembres Aspro II et Aspro consulibus ex centurione Marco Didio Hellanici filio Heliodoro Pompeiopoli ex Cilicia et Didiae Tryphene uxori eius Nicensi ex Bithynia descriptum et recognitum ex tabula aerea quae fixa est Romae in muro post templum divi Augusti ad Minervam	aes									212 to 212
EDCS-12100878	RMD-02, 00100 = AE 1981, 00845	Asia	?	148	148	148	148	Augusti/Augustae;  diplomata militaria;  milites;  nomen singulare;  ordo senatorius;  tituli operum;  tituli sacri;  tria nomina;  viri	Imp(erator) Caes(ar) divi Hadriani f(ilius) divi Traian(i) / Parthic(i) nep(os) divi Nervae pronep(os) T(itus) Ae/lius [Ha]drianus Antoninus Aug(ustus) Pius / pont(ifex) max(imus) trib(unicia) pot(estate) XI imp(erator) II co(n)s(ul) IIII p(ater) p(atriae) / peditibus qui militaverunt in coh(orte) / I Raetorum quae est in Asia sub Fla/vio Tertullo praefecto Flavio Iuli/ano quinis et vicenis pluribusve / stipendi[is em]eritis dimissis ho/nesta miss[ione] quorum nomina / subscripta sunt civitatem Roma/nam qui eorum non haberent / dedit et conubium cum uxoribus / quas tunc habuissent cum est / civitas i(i)s data aut cum i(i)s quas pos/tea duxissent dumtaxat sin/gulis / M(arco) Antonio Zenone / C(aio) Fabio Agrippino co(n)s(ulibus) / Luali Mamae f(ilio) Isaur(o) / descript(um) et recognit(um) ex tabul(a) ae/rea quae fixa est Romae in muro / post templ(um) divi Aug(usti) ad Minerva(m) // Imp(erator) Caes(ar) divi Hadriani f(ilius) divi Tra/iani Parth(ici) n(epos) divi Nervae pron(epos) T(itus) Ae/lius Hadrianus Antoninus Aug(ustus) / Pius p(ontifex) m(aximus) tr(ibunicia) pot(estate) XI imp(erator) II co(n)s(ul) IIII p(ater) p(atriae) / pedit(ibus) q(ui) m(ilitaverunt) in coh(orte) I Raet(orum) q(uae) e(st) in Asia / sub Flavio Tertullo praef(ecto) Flavio Iulia/no XXV pl(uribus)ve st(ipendiis) em(eritis) dim(issis) hon(esta) mis(sione) quor(um) / nom(ina) subscr(ipta) sunt civ(itatem) Rom(anam) qui eor(um) / non hab(erent) ded(it) et con(ubium) cum ux(oribus) quas / tunc hab(uissent) cum est civ(itas) i(i)s dat(a) aut cum i(i)s / quas post(ea) dux(issent) d(umtaxa)t sing(ulis)	Imp Caes divi Hadriani f divi Traian Parthic nep divi Nervae pronep T Aelius drianus Antoninus Aug Pius pont max trib pot XI imp II cos IIII p p peditibus qui militaverunt in coh I Raetorum quae est in Asia sub Flavio Tertullo praefecto Flavio Iuliano quinis et vicenis pluribusve stipendi eritis dimissis honesta miss quorum nomina subscripta sunt civitatem Romanam qui eorum non haberent dedit et conubium cum uxoribus quas tunc habuissent cum est civitas is data aut cum is quas postea duxissent dumtaxat singulis M Antonio Zenone C Fabio Agrippino cos Luali Mamae f Isaur descript et recognit ex tabul aerea quae fixa est Romae in muro post templ divi Aug ad Minerva Imp Caes divi Hadriani f divi Traiani Parth n divi Nervae pron T Aelius Hadrianus Antoninus Aug Pius p m tr pot XI imp II cos IIII p p pedit q m in coh I Raet q e in Asia sub Flavio Tertullo praef Flavio Iuliano XXV plve st em dim hon mis quor nom subscr sunt civ Rom qui eor non hab ded et con cum ux quas tunc hab cum est civ is dat aut cum is quas post dux dt sing	Imperator Caesar divi Hadriani filius divi Traiani Parthici nepos divi Nervae pronepos Titus Aelius Hadrianus Antoninus Augustus Pius pontifex maximus tribunicia potestate XI imperator II consul IIII pater patriae peditibus qui militaverunt in cohorte I Raetorum quae est in Asia sub Flavio Tertullo praefecto Flavio Iuliano quinis et vicenis pluribusve stipendiis emeritis dimissis honesta missione quorum nomina subscripta sunt civitatem Romanam qui eorum non haberent dedit et conubium cum uxoribus quas tunc habuissent cum est civitas iis data aut cum iis quas postea duxissent dumtaxat singulis Marco Antonio Zenone Caio Fabio Agrippino consulibus Luali Mamae filio Isauro descriptum et recognitum ex tabula aerea quae fixa est Romae in muro post templum divi Augusti ad Minervam Imperator Caesar divi Hadriani filius divi Traiani Parthici nepos divi Nervae pronepos Titus Aelius Hadrianus Antoninus Augustus Pius pontifex maximus tribunicia potestate XI imperator II consul IIII pater patriae peditibus qui militaverunt in cohorte I Raetorum quae est in Asia sub Flavio Tertullo praefecto Flavio Iuliano XXV pluribusve stipendiis emeritis dimissis honesta missione quorum nomina subscripta sunt civitatem Romanam qui eorum non haberent dedit et conubium cum uxoribus quas tunc habuissent cum est civitas iis data aut cum iis quas postea duxissent dumtaxat singulis	aes					http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$AP_RMD-02_00100.jpg;$AP_RMD-02_00100_1.jpg	http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD005669;bu_AE%26bibl_volume=1981%26bibl_subvolume=%26bibl_insc=845			148 to 148
EDCS-77400139	TAM-03-01, 00913 = AE 1895, 00135	Asia	?					tituli sacri;  viri	Οξσας Ἑρ/μαίου πεν/τάκις εἰρη/ναρχήσας / θεῶ Σώζον/τι εὐξάμε/νος	Οξσας Ἑρμαίου πεντάκις εἰρηναρχήσας θεῶ Σώζοντι εὐξάμενος	Οξσας Ἑρμαίου πεντάκις εἰρηναρχήσας θεῶ Σώζοντι εὐξάμενος	lapis						http://db.edcs.eu/epigr/partner.php?s_language=en&param=P281018;1ae1895-33			
EDCS-77400138	TAM-03-01, 00915 = AE 1895, 00134	Asia	?					tituli sacri	ἱ(ερεὺς) θεᾶς Ἐλευθέρας / Τι(βέριος) Κλ(αύδιος) Ζηνοδο/τιανὸς Μολ/λιανός υἱὸς / Τι(βερίου) Κλ(αυδίου) Φλώρου / εἰρήναρ/χος τύχη / ἀγαθῆ	ἱ θεᾶς Ἐλευθέρας Τι Κλ Ζηνοδοτιανὸς Μολλιανός υἱὸς Τι Κλ Φλώρου εἰρήναρχος τύχη ἀγαθῆ	ἱερεὺς θεᾶς Ἐλευθέρας Τιβέριος Κλαύδιος Ζηνοδοτιανὸς Μολλιανός υἱὸς Τιβερίου Κλαυδίου Φλώρου εἰρήναρχος τύχη ἀγαθῆ	lapis						http://db.edcs.eu/epigr/partner.php?s_language=en&param=P281020;1ae1895-32;1ae1895-33			
EDCS-28501052	CIL 03, 07170 = RRMAM-02-01, 00968 = RRMAM-03-05, 00062	Asia	Abia	313	324	313	324	Augusti/Augustae;  miliaria;  viri	 / ]IA / [Flavius Valerius Cons]tantinus / P(ius) F(elix) Invict[u]s Aug(ustus) [e]t Val(erius) / Licin{n}ianus Licin{n}ius P(ius) F(elix) Inv/ictus // 	IA tantinus P F Invict s Aug t Val Licinnianus Licinnius P F Invictus	IA Flavius Valerius Constantinus Pius Felix Invictus Augustus et Valerius Licinianus Licinius Pius Felix Invictus	lapis				GR, GR					313 to 324
EDCS-67200858	AE 2002, 01381	Asia	Abrusustu / Proconnesus						Εὐγεν(ίου)	Εὐγεν	Εὐγενίου							http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD043673			
EDCS-33400651	IDRE-02, 00384 = AE 1981, 00777	Asia	Adakoy / Ada Koy											40.018963	28.216793	GR					
EDCS-12500325	TAM-05-01, 00607 = Chiron-1977-365	Asia	Adala / Satala					leges	[Sacra]e l[itterae] / [videris no]vis sen[atus consul]/[tum ignora]re qui si [cum peritis] / [contuler]is scies s[enatori p(opuli) R(omani)] / [necesse no]n esse [invito hospi]/[tem suscipere]	e l vis sen re qui si is scies s n esse	Sacrae litterae videris novis senatus consultum ignorare qui si cum peritis contuleris scies senatori populi Romani necesse non esse invito hospitem suscipere	lapis		38.5775827	28.2682928						
EDCS-77500156	AE 1903, 00196	Asia	Adigume					tria nomina;  viri				lapis				GR		http://db.edcs.eu/epigr/partner.php?s_language=en&param=1ae1903-45;1ae1903-46			
EDCS-03700730	AE 1993, 01451	Asia	Adramytteion / Adramyttion					Augusti/Augustae;  tituli honorarii;  viri	[3]si pecunia conla[ta 3] / [3]S Caesaris A[ugusti] / [3]eranus [3] / [3] et familia [3] / [3] curam agente Pap[3] / [3]anae [3]	si pecunia conla S Caesaris A eranus et familia curam agente Pap anae	si pecunia conlata S Caesaris Augusti eranus et familia curam agente Pap anae			39.5007057	26.9327275			http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD052966			
EDCS-05300115	IK-51, 00019a	Asia	Adramytteion / Adramyttion					officium/professio;  viri	]si / [3]s / [6] / [3] curam agente Pap[3] / [3]anae // ] pecunia conla[ta 3] / [3] Caesaris A[ugusti 3] / [3]eranus [3] / [3] et famili[a [3] curam agente Pap[	si s curam agente Pap pecunia conla Caesaris A eranus et familia curam agente Pap	si s curam agente Pap anae pecunia conlata Caesaris Augusti eranus et familia curam agente Pap			39.5007057	26.9327275						
EDCS-26900117	CIL 03, 00357 = CIL 03, 07020	Asia	Afyonkarahisar / Afyon / Afium Karahisar / Synnada					tituli fabricationis;  tituli operum	Tra(iano) IIII co(n)s(ule) CXLIX / CHRRAA	Tra IIII cos CXLIX CHRRAA	Traiano IIII consule CXLIX CHRRAA	lapis		38.7568509	30.5386944						
EDCS-26900118	CIL 03, 00358 = CIL 03, 07014	Asia	Afyonkarahisar / Afyon / Afium Karahisar / Synnada					tituli fabricationis;  tituli operum	CXLVI / Veter(e) co(n)s(ule) |(mille)CXC	CXLVI Veter cos CXC	CXLVI Vetere consule milleCXC	lapis		38.7568509	30.5386944						
